work_id,mp_name,state,district,work_category,sanctioned_amount,released_amount,status,vendor,implementing_agency,ensemble_score,network_risk_flag,top_flag_reasons,flagged_by_model
MPLADS-101106,MP_JAM_3,Jammu & Kashmir,Srinagar,Railway Halt Amenities,1774000,1674688,Completed,Vendor Pvt Ltd 62,Implementing Agency 43,0.03856669114858718,1,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-100225,MP_LAK_4,Lakshadweep,Kavaratti,Street Lighting,1317000,484321,In Progress,Vendor Pvt Ltd 7,Implementing Agency 26,0.038527886109367596,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-104536,MP_LAK_3,Lakshadweep,Kavaratti,Railway Halt Amenities,7750000,3502608,In Progress,Vendor Pvt Ltd 85,Implementing Agency 38,0.038527575370518666,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102590,MP_JAM_1,Jammu & Kashmir,Srinagar,Anganwadi Center Construction,1012000,763445,In Progress,Vendor Pvt Ltd 69,Implementing Agency 49,0.038526207049628496,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-105725,MP_MEG_1,Meghalaya,Shillong,CCTV Installation,983000,354449,In Progress,Vendor Pvt Ltd 17,Implementing Agency 17,0.03851769228852187,0,"days_sanction_to_completion, release_ratio, amount_zscore_in_category",False
MPLADS-101173,MP_DAM_2,Daman & Diu,Diu,Library/Reading Room,1856000,1713872,Completed,Vendor Pvt Ltd 101,Implementing Agency 35,0.03851445084039508,0,"days_rec_to_sanction, release_ratio, amount_zscore_in_category",False
MPLADS-101896,MP_GOA_3,Goa,South Goa,Road Construction/Repair,6640000,6164192,Completed,Vendor Pvt Ltd 100,Implementing Agency 44,0.0384846867808752,0,"release_ratio, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-103881,MP_CHA_2,Chandigarh,Chandigarh,Anganwadi Center Construction,1105000,681964,In Progress,Vendor Pvt Ltd 52,Implementing Agency 27,0.038465864729665636,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104240,MP_AND_2,Andaman & Nicobar Island,Nicobar,Community Hall Construction,3658000,3515237,Completed,Vendor Pvt Ltd 81,Implementing Agency 41,0.03843265414874346,0,"release_ratio, days_rec_to_sanction, desc_generic_flag",False
MPLADS-102422,MP_GOA_2,Goa,North Goa,Solar Power Installation,1754000,658472,In Progress,Vendor Pvt Ltd 116,Implementing Agency 22,0.03843124725861938,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-104687,MP_AND_4,Andhra Pradesh,Vijayawada,Solar Power Installation,3039000,2909404,Completed,Vendor Pvt Ltd 115,Implementing Agency 57,0.038392059937703824,0,"amount_zscore_in_category, release_ratio, days_rec_to_sanction",False
MPLADS-101482,MP_MAD_2,Madhya Pradesh,Bhopal,Solar Power Installation,2494000,1421863,In Progress,Vendor Pvt Ltd 91,Implementing Agency 60,0.03838073008964423,0,"days_sanction_to_completion, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-100426,MP_NCT_3,NCT of Delhi,New Delhi,Sports Infrastructure,3097000,2989435,Completed,Vendor Pvt Ltd 5,Implementing Agency 46,0.03832880198390452,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-105843,MP_MAN_2,Manipur,Thoubal,Community Hall Construction,4052000,4018264,Completed,Vendor Pvt Ltd 92,Implementing Agency 5,0.03831122877737374,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-102088,MP_TAM_2,Tamil Nadu,Chennai,Library/Reading Room,799000,0,Recommended,Vendor Pvt Ltd 97,Implementing Agency 11,0.038307516691940116,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101594,MP_JHA_2,Jharkhand,Jamshedpur,Health Facility Upgrade,4330000,4251017,Completed,Vendor Pvt Ltd 72,Implementing Agency 19,0.038282631264060354,0,"release_ratio, days_rec_to_sanction, desc_generic_flag",False
MPLADS-103705,MP_RAJ_1,Rajasthan,Udaipur,CCTV Installation,1303000,931816,In Progress,Vendor Pvt Ltd 64,Implementing Agency 14,0.03828211882125247,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-105657,MP_UTT_3,Uttarakhand,Haridwar,Solar Power Installation,1115000,888078,In Progress,Vendor Pvt Ltd 71,Implementing Agency 27,0.03826052352707155,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-101655,MP_TAM_2,Tamil Nadu,Chennai,Irrigation Facility,8125000,7827915,Completed,Vendor Pvt Ltd 74,Implementing Agency 6,0.03824824429425545,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-103682,MP_NCT_1,NCT of Delhi,New Delhi,Library/Reading Room,789000,502765,In Progress,Vendor Pvt Ltd 41,Implementing Agency 56,0.03821952140829839,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-100885,MP_KAR_3,Karnataka,Belagavi,CCTV Installation,935000,0,Sanctioned,Vendor Pvt Ltd 27,Implementing Agency 44,0.0382185068883188,0,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-102141,MP_KAR_3,Karnataka,Mysuru,School Infrastructure,3116000,1362206,In Progress,Vendor Pvt Ltd 65,Implementing Agency 50,0.03818449251654433,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-105594,MP_GOA_2,Goa,South Goa,Sanitation/Toilets,701000,659460,Completed,Vendor Pvt Ltd 22,Implementing Agency 4,0.038172373732403536,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-100729,MP_HAR_1,Haryana,Gurugram,Sports Infrastructure,2438000,0,Sanctioned,Vendor Pvt Ltd 76,Implementing Agency 45,0.03816423373993469,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-105870,MP_KAR_3,Karnataka,Belagavi,Railway Halt Amenities,7108000,3229977,In Progress,Vendor Pvt Ltd 83,Implementing Agency 49,0.03812469739410233,0,"days_sanction_to_completion, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-101196,MP_WES_3,West Bengal,Howrah,Sports Infrastructure,2876000,2268212,In Progress,Vendor Pvt Ltd 25,Implementing Agency 40,0.03811297401236829,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102468,MP_PUN_3,Punjab,Ludhiana,Community Hall Construction,2346000,0,Recommended,Vendor Pvt Ltd 98,Implementing Agency 50,0.03811241840943154,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101872,MP_ASS_1,Assam,Silchar,Railway Halt Amenities,4663000,2423489,In Progress,Vendor Pvt Ltd 60,Implementing Agency 54,0.038097126496836574,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104608,MP_RAJ_5,Rajasthan,Jodhpur,CCTV Installation,1917000,1815334,Completed,Vendor Pvt Ltd 91,Implementing Agency 49,0.03808334527210321,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-103659,MP_MEG_3,Meghalaya,Shillong,School Infrastructure,3355000,0,Recommended,Vendor Pvt Ltd 66,Implementing Agency 58,0.038081860413022806,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102840,MP_TRI_5,Tripura,Dharmanagar,Community Hall Construction,5046000,0,Recommended,Vendor Pvt Ltd 3,Implementing Agency 21,0.03807094274247626,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102158,MP_LAK_1,Lakshadweep,Kavaratti,Library/Reading Room,686000,677484,Completed,Vendor Pvt Ltd 83,Implementing Agency 29,0.038063164973493484,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-103463,MP_TRI_1,Tripura,Dharmanagar,Community Hall Construction,6511000,6425048,Completed,Vendor Pvt Ltd 44,Implementing Agency 39,0.03803969381185482,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-103100,MP_JAM_4,Jammu & Kashmir,Jammu,Solar Power Installation,1503000,1420223,Completed,Vendor Pvt Ltd 109,Implementing Agency 5,0.03803785950315549,0,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-101792,MP_RAJ_4,Rajasthan,Jaipur,Railway Halt Amenities,4687000,0,Recommended,Vendor Pvt Ltd 118,Implementing Agency 1,0.038036852778388155,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-103902,MP_CHA_2,Chandigarh,Chandigarh,Health Facility Upgrade,3875000,0,Recommended,Vendor Pvt Ltd 81,Implementing Agency 53,0.03800798093884871,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-105234,MP_TEL_1,Telangana,Hyderabad,Railway Halt Amenities,8551000,8085901,Completed,Vendor Pvt Ltd 80,Implementing Agency 51,0.038000797457647784,1,"amount_zscore_in_category, release_ratio, days_rec_to_sanction",False
MPLADS-104295,MP_MAN_2,Manipur,Thoubal,Irrigation Facility,2415000,0,Sanctioned,Vendor Pvt Ltd 33,Implementing Agency 29,0.037948327585970804,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103546,MP_CHA_2,Chandigarh,Chandigarh,Sports Infrastructure,3091000,2973772,Completed,Vendor Pvt Ltd 5,Implementing Agency 30,0.03794197703462447,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-104682,MP_HIM_1,Himachal Pradesh,Manali,Sanitation/Toilets,429000,203209,In Progress,Vendor Pvt Ltd 52,Implementing Agency 10,0.03793046379754467,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-103483,MP_NAG_3,Nagaland,Dimapur,Irrigation Facility,5180000,0,Recommended,Vendor Pvt Ltd 100,Implementing Agency 42,0.037894969789198256,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104720,MP_MEG_2,Meghalaya,Tura,Drinking Water Supply,2070000,1985561,Completed,Vendor Pvt Ltd 86,Implementing Agency 30,0.03787468368808544,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-104026,MP_TEL_3,Telangana,Warangal,CCTV Installation,459000,441862,Completed,Vendor Pvt Ltd 91,Implementing Agency 14,0.03783471940820802,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-103394,MP_LAK_3,Lakshadweep,Kavaratti,School Infrastructure,1855000,1022592,In Progress,Vendor Pvt Ltd 43,Implementing Agency 35,0.037817791864371966,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-100145,MP_PUD_3,Puducherry,Karaikal,Community Hall Construction,6688000,6525062,Completed,Vendor Pvt Ltd 15,Implementing Agency 24,0.03777748014476453,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-100754,MP_RAJ_4,Rajasthan,Jodhpur,Railway Halt Amenities,2433000,1792285,In Progress,Vendor Pvt Ltd 31,Implementing Agency 45,0.0377771132620061,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104463,MP_GOA_2,Goa,South Goa,Anganwadi Center Construction,1588000,1555659,Completed,Vendor Pvt Ltd 98,Implementing Agency 56,0.03776748552993573,0,"days_sanction_to_completion, release_ratio, amount_zscore_in_category",False
MPLADS-103736,MP_CHA_2,Chandigarh,Chandigarh,Library/Reading Room,1724000,0,Sanctioned,Vendor Pvt Ltd 86,Implementing Agency 53,0.037762896926952116,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102841,MP_UTT_2,Uttar Pradesh,Kanpur,Sports Infrastructure,2759000,1042857,In Progress,Vendor Pvt Ltd 104,Implementing Agency 53,0.03767455218718448,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-101842,MP_HIM_3,Himachal Pradesh,Shimla,Solar Power Installation,2912000,1853058,In Progress,Vendor Pvt Ltd 49,Implementing Agency 51,0.03764835245483628,1,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104144,MP_TEL_2,Telangana,Hyderabad,School Infrastructure,1520000,0,Recommended,Vendor Pvt Ltd 116,Implementing Agency 36,0.037640426047850756,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103898,MP_GOA_1,Goa,North Goa,Street Lighting,701000,662192,Completed,Vendor Pvt Ltd 35,Implementing Agency 25,0.03761346667213108,0,"release_ratio, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-101635,MP_SIK_2,Sikkim,Namchi,Railway Halt Amenities,4571000,1588881,In Progress,Vendor Pvt Ltd 69,Implementing Agency 44,0.037610789421446814,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-105453,MP_KER_1,Kerala,Kochi,School Infrastructure,1172000,802995,In Progress,Vendor Pvt Ltd 42,Implementing Agency 17,0.03760304055512227,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-105058,MP_HIM_3,Himachal Pradesh,Shimla,Drinking Water Supply,1119000,0,Sanctioned,Vendor Pvt Ltd 21,Implementing Agency 16,0.03758283780681328,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-104384,MP_MAD_2,Madhya Pradesh,Bhopal,Health Facility Upgrade,2026000,0,Recommended,Vendor Pvt Ltd 103,Implementing Agency 33,0.037581504679741154,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101897,MP_WES_3,West Bengal,Malda,Road Construction/Repair,6065000,3111714,In Progress,Vendor Pvt Ltd 50,Implementing Agency 37,0.03757050351921399,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104597,MP_MEG_2,Meghalaya,Tura,School Infrastructure,1119000,786232,In Progress,Vendor Pvt Ltd 69,Implementing Agency 57,0.037568619203461294,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104869,MP_CHA_1,Chandigarh,Chandigarh,Health Facility Upgrade,4682000,0,Sanctioned,Vendor Pvt Ltd 119,Implementing Agency 28,0.03751902527163584,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104856,MP_CHH_1,Chhattisgarh,Bhilai,Sports Infrastructure,2516000,0,Sanctioned,Vendor Pvt Ltd 78,Implementing Agency 23,0.0375052184380051,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104024,MP_UTT_4,Uttarakhand,Dehradun,Railway Halt Amenities,2592000,2085347,In Progress,Vendor Pvt Ltd 37,Implementing Agency 19,0.03750142002525105,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102343,MP_DAD_4,Dadara & Nagar Havelli,Silvassa,Road Construction/Repair,6268000,0,Sanctioned,Vendor Pvt Ltd 103,Implementing Agency 49,0.03749688737993985,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-101049,MP_TRI_4,Tripura,Dharmanagar,CCTV Installation,731000,0,Sanctioned,Vendor Pvt Ltd 113,Implementing Agency 30,0.037434490643559235,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-105591,MP_GOA_3,Goa,South Goa,Community Hall Construction,1640000,1604660,Completed,Vendor Pvt Ltd 6,Implementing Agency 43,0.03739924070448498,1,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-102708,MP_JAM_2,Jammu & Kashmir,Srinagar,Library/Reading Room,1373000,0,Recommended,Vendor Pvt Ltd 8,Implementing Agency 21,0.03739491325050292,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104261,MP_PUD_3,Puducherry,Karaikal,Community Hall Construction,3977000,0,Sanctioned,Vendor Pvt Ltd 27,Implementing Agency 47,0.03735987422577276,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-105390,MP_DAD_4,Dadara & Nagar Havelli,Silvassa,Health Facility Upgrade,1716000,1684194,Completed,Vendor Pvt Ltd 30,Implementing Agency 22,0.037356915102579935,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-103359,MP_MAN_3,Manipur,Imphal,Community Hall Construction,4253000,0,Sanctioned,Vendor Pvt Ltd 67,Implementing Agency 26,0.03733810749479283,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102432,MP_TRI_3,Tripura,Agartala,Sports Infrastructure,2687000,2658268,Completed,Vendor Pvt Ltd 96,Implementing Agency 46,0.03730800086625034,0,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-102236,MP_TRI_2,Tripura,Agartala,Sanitation/Toilets,1292000,1248600,Completed,Vendor Pvt Ltd 117,Implementing Agency 37,0.03729533639142047,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-101500,MP_SIK_1,Sikkim,Gangtok,Irrigation Facility,6412000,0,Recommended,Vendor Pvt Ltd 39,Implementing Agency 19,0.03728139689181548,0,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-105338,MP_HIM_5,Himachal Pradesh,Shimla,Community Hall Construction,4854000,0,Sanctioned,Vendor Pvt Ltd 114,Implementing Agency 56,0.03723433183682464,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102128,MP_LAK_4,Lakshadweep,Kavaratti,Irrigation Facility,2758000,2610228,Completed,Vendor Pvt Ltd 100,Implementing Agency 28,0.037224525269681286,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-104884,MP_TEL_2,Telangana,Hyderabad,Solar Power Installation,2658000,2622555,Completed,Vendor Pvt Ltd 70,Implementing Agency 18,0.03721573928001051,0,"release_ratio, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-103853,MP_TRI_1,Tripura,Agartala,Irrigation Facility,3274000,1361981,In Progress,Vendor Pvt Ltd 51,Implementing Agency 58,0.03720086449629703,0,"days_sanction_to_completion, amount_zscore_in_category, desc_generic_flag",False
MPLADS-101530,MP_RAJ_1,Rajasthan,Jodhpur,Library/Reading Room,1349000,928781,In Progress,Vendor Pvt Ltd 33,Implementing Agency 51,0.037139728349147305,1,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102481,MP_KAR_2,Karnataka,Mysuru,Sports Infrastructure,898000,632928,In Progress,Vendor Pvt Ltd 113,Implementing Agency 28,0.03713264270548886,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-101578,MP_TAM_1,Tamil Nadu,Chennai,Irrigation Facility,4749000,1770343,In Progress,Vendor Pvt Ltd 58,Implementing Agency 2,0.037129374506333385,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-105537,MP_HAR_2,Haryana,Faridabad,Community Hall Construction,7019000,6626212,Completed,Vendor Pvt Ltd 72,Implementing Agency 19,0.03712238268570951,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-105088,MP_MIZ_1,Mizoram,Aizawl,Road Construction/Repair,2693000,0,Recommended,Vendor Pvt Ltd 45,Implementing Agency 15,0.03709787854053248,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103740,MP_JAM_4,Jammu & Kashmir,Srinagar,Solar Power Installation,2118000,1960560,Completed,Vendor Pvt Ltd 71,Implementing Agency 8,0.03707952231143989,0,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-103064,MP_JAM_2,Jammu & Kashmir,Jammu,Sports Infrastructure,1450000,1383379,Completed,Vendor Pvt Ltd 94,Implementing Agency 17,0.03707576634519055,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-100644,MP_JHA_3,Jharkhand,Jamshedpur,Sports Infrastructure,1342000,1307985,Completed,Vendor Pvt Ltd 77,Implementing Agency 19,0.03706604594104377,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-100480,MP_DAM_2,Daman & Diu,Daman,Health Facility Upgrade,4377000,1988751,In Progress,Vendor Pvt Ltd 89,Implementing Agency 25,0.03704604857333673,0,"days_sanction_to_completion, desc_generic_flag, release_ratio",False
MPLADS-100608,MP_LAK_1,Lakshadweep,Kavaratti,School Infrastructure,5305000,3746971,In Progress,Vendor Pvt Ltd 109,Implementing Agency 49,0.037045249467678454,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-101186,MP_DAD_2,Dadara & Nagar Havelli,Silvassa,Street Lighting,1615000,1488493,Completed,Vendor Pvt Ltd 49,Implementing Agency 15,0.03703970408279129,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-102676,MP_ASS_1,Assam,Guwahati,Sanitation/Toilets,966000,665367,In Progress,Vendor Pvt Ltd 12,Implementing Agency 39,0.037009755129349974,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102384,MP_LAK_3,Lakshadweep,Kavaratti,Road Construction/Repair,4061000,4001620,Completed,Vendor Pvt Ltd 112,Implementing Agency 20,0.03700292978707077,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-100541,MP_GOA_4,Goa,South Goa,School Infrastructure,2022000,0,Recommended,Vendor Pvt Ltd 65,Implementing Agency 24,0.036999182844924844,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-105857,MP_KAR_3,Karnataka,Hubli,Road Construction/Repair,7573000,7162565,Completed,Vendor Pvt Ltd 120,Implementing Agency 3,0.03697488129908231,0,"days_sanction_to_completion, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-103820,MP_DAM_2,Daman & Diu,Daman,Health Facility Upgrade,5750000,3945998,In Progress,Vendor Pvt Ltd 43,Implementing Agency 56,0.036951303815625385,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-105769,MP_JAM_4,Jammu & Kashmir,Srinagar,Health Facility Upgrade,1344000,1300538,Completed,Vendor Pvt Ltd 93,Implementing Agency 52,0.03688506949273351,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-103874,MP_HAR_1,Haryana,Gurugram,Anganwadi Center Construction,1165000,0,Recommended,Vendor Pvt Ltd 38,Implementing Agency 6,0.03688496838268454,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104496,MP_LAK_1,Lakshadweep,Kavaratti,Railway Halt Amenities,3016000,1426667,In Progress,Vendor Pvt Ltd 71,Implementing Agency 55,0.0368467602464944,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-100257,MP_LAK_2,Lakshadweep,Kavaratti,Anganwadi Center Construction,846000,822164,Completed,Vendor Pvt Ltd 97,Implementing Agency 44,0.03683089988026053,0,"days_rec_to_sanction, release_ratio, amount_zscore_in_category",False
MPLADS-103180,MP_MAD_1,Madhya Pradesh,Indore,Road Construction/Repair,5131000,4758025,Completed,Vendor Pvt Ltd 56,Implementing Agency 27,0.03682992252021049,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-103041,MP_WES_1,West Bengal,Howrah,Road Construction/Repair,3636000,1475586,In Progress,Vendor Pvt Ltd 10,Implementing Agency 48,0.03680997021525043,0,"days_rec_to_sanction, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-100497,MP_CHH_1,Chhattisgarh,Bhilai,Sports Infrastructure,1295000,0,Sanctioned,Vendor Pvt Ltd 1,Implementing Agency 32,0.03679450681520373,1,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-105986,MP_GOA_3,Goa,South Goa,Road Construction/Repair,2054000,1062327,In Progress,Vendor Pvt Ltd 58,Implementing Agency 50,0.03675463252836377,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-102749,MP_UTT_1,Uttarakhand,Dehradun,Railway Halt Amenities,7058000,0,Sanctioned,Vendor Pvt Ltd 103,Implementing Agency 2,0.036742683467338284,0,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-105191,MP_NCT_1,NCT of Delhi,North Delhi,CCTV Installation,774000,0,Sanctioned,Vendor Pvt Ltd 4,Implementing Agency 28,0.03672971879102427,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103428,MP_DAD_5,Dadara & Nagar Havelli,Silvassa,Health Facility Upgrade,3652000,0,Sanctioned,Vendor Pvt Ltd 21,Implementing Agency 12,0.03671637326362313,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102036,MP_JAM_1,Jammu & Kashmir,Srinagar,School Infrastructure,2318000,0,Sanctioned,Vendor Pvt Ltd 40,Implementing Agency 18,0.0366473417727915,0,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-103312,MP_RAJ_3,Rajasthan,Kota,CCTV Installation,819000,0,Sanctioned,Vendor Pvt Ltd 102,Implementing Agency 19,0.03663705162595142,1,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-101053,MP_UTT_4,Uttarakhand,Haridwar,Drinking Water Supply,1366000,0,Sanctioned,Vendor Pvt Ltd 29,Implementing Agency 12,0.036631517272463346,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-100107,MP_KAR_2,Karnataka,Belagavi,Railway Halt Amenities,2985000,2933979,Completed,Vendor Pvt Ltd 80,Implementing Agency 3,0.03662978296223123,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-104286,MP_ASS_1,Assam,Guwahati,Library/Reading Room,1560000,1515384,Completed,Vendor Pvt Ltd 70,Implementing Agency 7,0.03662437622258335,0,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-103771,MP_NCT_2,NCT of Delhi,South Delhi,Library/Reading Room,1303000,0,Sanctioned,Vendor Pvt Ltd 76,Implementing Agency 30,0.03660600850175004,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-103287,MP_NAG_2,Nagaland,Dimapur,Solar Power Installation,1464000,0,Sanctioned,Vendor Pvt Ltd 95,Implementing Agency 58,0.036604152002564526,0,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-105423,MP_DAM_2,Daman & Diu,Daman,Library/Reading Room,1252000,1231975,Completed,Vendor Pvt Ltd 50,Implementing Agency 52,0.03659575626409064,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-103670,MP_ARU_2,Arunanchal Pradesh,Itanagar,Health Facility Upgrade,4277000,0,Recommended,Vendor Pvt Ltd 42,Implementing Agency 48,0.036589731892602326,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-105896,MP_MEG_1,Meghalaya,Tura,Road Construction/Repair,6459000,6173730,Completed,Vendor Pvt Ltd 107,Implementing Agency 49,0.036553618644021464,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-104620,MP_PUN_4,Punjab,Ludhiana,Solar Power Installation,1834000,718542,In Progress,Vendor Pvt Ltd 75,Implementing Agency 7,0.036521360527177915,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-102675,MP_CHA_1,Chandigarh,Chandigarh,Road Construction/Repair,5872000,2259325,In Progress,Vendor Pvt Ltd 11,Implementing Agency 40,0.03647983258456409,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-100206,MP_PUD_4,Puducherry,Karaikal,Solar Power Installation,3121000,3005823,Completed,Vendor Pvt Ltd 21,Implementing Agency 55,0.03645724162539753,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
