work_id,mp_name,house,state,constituency,district,work_category,work_description,is_sc_st_area,sanctioned_amount,released_amount,recommendation_date,sanction_date,completion_date,status,implementing_agency,vendor,photo_count,is_anomaly,anomaly_type
MPLADS-104916,MP_JAM_4,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Jammu,Library/Reading Room,Construction of Library/Reading Room at Jammu,False,1842000,989215,2023-09-23,2023-12-10,,In Progress,Implementing Agency 48,Vendor Pvt Ltd 26,3,False,
MPLADS-101997,MP_PUD_4,Lok Sabha,Puducherry,Puducherry PC-4,Karaikal,Community Hall Construction,Construction of Community Hall Construction at Karaikal,False,4347000,4166891,2023-08-31,2023-09-30,2024-01-16,Completed,Implementing Agency 3,Vendor Pvt Ltd 11,4,False,
MPLADS-104033,MP_AND_3,Lok Sabha,Andhra Pradesh,Andhra Pradesh PC-3,Visakhapatnam,Community Hall Construction,Repair and renovation of Community Hall Construction at Visakhapatnam,False,2935000,2331127,2023-10-31,2023-11-26,,In Progress,Implementing Agency 40,Vendor Pvt Ltd 5,2,False,
MPLADS-105883,MP_PUN_2,Rajya Sabha,Punjab,Punjab (RS),Ludhiana,CCTV Installation,Installation of CCTV Installation in ward area Ludhiana,False,1642000,1515277,2024-05-27,2024-06-04,2024-11-11,Completed,Implementing Agency 3,Vendor Pvt Ltd 101,5,False,
MPLADS-103054,MP_AND_4,Rajya Sabha,Andhra Pradesh,Andhra Pradesh (RS),Vijayawada,Street Lighting,Upgradation of Street Lighting facility in Vijayawada,False,1244000,1145679,2024-01-14,2024-03-05,2024-11-20,Completed,Implementing Agency 60,Vendor Pvt Ltd 43,9,False,
MPLADS-101248,MP_CHA_2,Rajya Sabha,Chandigarh,Chandigarh (RS),Chandigarh,School Infrastructure,Upgradation of School Infrastructure facility in Chandigarh,True,1165000,0,2023-11-16,2023-12-08,,Recommended,Implementing Agency 28,Vendor Pvt Ltd 50,2,False,
MPLADS-102192,MP_KAR_2,Lok Sabha,Karnataka,Karnataka PC-2,Bengaluru,CCTV Installation,Repair and renovation of CCTV Installation at Bengaluru,True,1167000,1044249,2024-07-16,2024-10-03,,In Progress,Implementing Agency 35,Vendor Pvt Ltd 64,1,False,
MPLADS-102712,MP_ODI_3,Lok Sabha,Odisha,Odisha PC-3,Cuttack,Irrigation Facility,Repair and renovation of Irrigation Facility at Cuttack,False,939000,0,2024-06-14,2024-06-22,,Recommended,Implementing Agency 41,Vendor Pvt Ltd 38,0,False,
MPLADS-100992,MP_NCT_1,Lok Sabha,NCT of Delhi,NCT of Delhi PC-1,South Delhi,Anganwadi Center Construction,Repair and renovation of Anganwadi Center Construction at South Delhi,False,1551000,1537984,2023-12-27,2024-01-19,2024-09-05,Completed,Implementing Agency 41,Vendor Pvt Ltd 55,4,False,
MPLADS-102190,MP_PUN_2,Rajya Sabha,Punjab,Punjab (RS),Amritsar,Road Construction/Repair,Repair and renovation of Road Construction/Repair at Amritsar,False,5970000,0,2023-10-01,2023-11-21,,Sanctioned,Implementing Agency 35,Vendor Pvt Ltd 52,0,False,
MPLADS-104670,MP_WES_2,Lok Sabha,West Bengal,West Bengal PC-2,Howrah,Drinking Water Supply,Upgradation of Drinking Water Supply facility in Howrah,True,1746000,1626615,2024-06-10,2024-07-17,2024-10-11,Completed,Implementing Agency 19,Vendor Pvt Ltd 32,4,False,
MPLADS-103762,MP_MIZ_2,Lok Sabha,Mizoram,Mizoram PC-2,Aizawl,Sanitation/Toilets,Construction of Sanitation/Toilets at Aizawl,False,632000,589563,2024-03-15,2024-05-30,2024-11-09,Completed,Implementing Agency 11,Vendor Pvt Ltd 62,3,False,
MPLADS-103597,MP_WES_4,Rajya Sabha,West Bengal,West Bengal (RS),Malda,Health Facility Upgrade,Repair and renovation of Health Facility Upgrade at Malda,False,4685000,4354630,2023-04-14,2023-04-24,2023-07-26,Completed,Implementing Agency 3,Vendor Pvt Ltd 34,3,False,
MPLADS-104711,MP_MAN_1,Rajya Sabha,Manipur,Manipur (RS),Thoubal,Anganwadi Center Construction,Providing Anganwadi Center Construction for public use at Thoubal,False,1913000,1857056,2023-10-29,2023-11-09,2024-05-29,Completed,Implementing Agency 21,Vendor Pvt Ltd 90,2,False,
MPLADS-101318,MP_NCT_3,Lok Sabha,NCT of Delhi,NCT of Delhi PC-3,North Delhi,Drinking Water Supply,Providing Drinking Water Supply for public use at North Delhi,False,3835000,3556798,2023-08-12,2023-09-25,2024-04-11,Completed,Implementing Agency 41,Vendor Pvt Ltd 81,0,False,
MPLADS-101863,MP_NCT_2,Lok Sabha,NCT of Delhi,NCT of Delhi PC-2,North Delhi,Community Hall Construction,Providing Community Hall Construction for public use at North Delhi,False,5995000,0,2024-02-12,2024-03-02,,Recommended,Implementing Agency 54,Vendor Pvt Ltd 24,0,False,
MPLADS-102343,MP_DAD_4,Lok Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli PC-4,Silvassa,Road Construction/Repair,Repair and renovation of Road Construction/Repair at Silvassa,True,6268000,0,2024-01-27,2024-03-02,,Sanctioned,Implementing Agency 49,Vendor Pvt Ltd 103,0,False,
MPLADS-102449,MP_UTT_1,Rajya Sabha,Uttarakhand,Uttarakhand (RS),Dehradun,Road Construction/Repair,Construction of Road Construction/Repair at Dehradun,False,802000,0,2024-06-28,2024-07-16,,Sanctioned,Implementing Agency 9,Vendor Pvt Ltd 79,1,False,
MPLADS-102136,MP_ODI_1,Lok Sabha,Odisha,Odisha PC-1,Bhubaneswar,Drinking Water Supply,Installation of Drinking Water Supply in ward area Bhubaneswar,True,2601000,2200659,2024-04-14,2024-05-31,,In Progress,Implementing Agency 45,Vendor Pvt Ltd 3,0,False,
MPLADS-101065,MP_HIM_3,Lok Sabha,Himachal Pradesh,Himachal Pradesh PC-3,Manali,Irrigation Facility,Repair and renovation of Irrigation Facility at Manali,False,5262000,2407426,2023-05-13,2023-05-31,,In Progress,Implementing Agency 40,Vendor Pvt Ltd 44,1,False,
MPLADS-105950,MP_ODI_1,Lok Sabha,Odisha,Odisha PC-1,Cuttack,Railway Halt Amenities,Installation of Railway Halt Amenities in ward area Cuttack,True,3025000,1407306,2023-12-02,2024-02-03,,In Progress,Implementing Agency 37,Vendor Pvt Ltd 111,0,False,
MPLADS-104227,MP_TAM_1,Rajya Sabha,Tamil Nadu,Tamil Nadu (RS),Coimbatore,Irrigation Facility,Construction of Irrigation Facility at Coimbatore,True,2028000,1397260,2024-01-03,2024-01-18,,In Progress,Implementing Agency 37,Vendor Pvt Ltd 45,0,False,
MPLADS-102621,MP_GOA_3,Lok Sabha,Goa,Goa PC-3,North Goa,Street Lighting,Construction of Street Lighting at North Goa,False,961000,930390,2024-09-05,2024-09-27,2025-04-19,Completed,Implementing Agency 37,Vendor Pvt Ltd 99,5,False,
MPLADS-100077,MP_CHA_2,Rajya Sabha,Chandigarh,Chandigarh (RS),Chandigarh,CCTV Installation,Providing CCTV Installation for public use at Chandigarh,False,2078000,1633195,2024-08-03,2024-09-16,,In Progress,Implementing Agency 12,Vendor Pvt Ltd 7,1,False,
MPLADS-102898,MP_GUJ_1,Lok Sabha,Gujarat,Gujarat PC-1,Rajkot,School Infrastructure,Installation of School Infrastructure in ward area Rajkot,False,1978000,1140864,2024-01-06,2024-01-30,,In Progress,Implementing Agency 10,Vendor Pvt Ltd 86,1,False,
MPLADS-104820,MP_UTT_1,Rajya Sabha,Uttarakhand,Uttarakhand (RS),Haridwar,Street Lighting,Providing Street Lighting for public use at Haridwar,False,1542000,0,2024-05-28,2024-07-09,,Sanctioned,Implementing Agency 11,Vendor Pvt Ltd 71,0,False,
MPLADS-101314,MP_PUD_1,Lok Sabha,Puducherry,Puducherry PC-1,Karaikal,Library/Reading Room,Upgradation of Library/Reading Room facility in Karaikal,True,1885000,0,2024-06-13,2024-06-23,,Sanctioned,Implementing Agency 41,Vendor Pvt Ltd 50,2,False,
MPLADS-105231,MP_MAD_3,Rajya Sabha,Madhya Pradesh,Madhya Pradesh (RS),Bhopal,Health Facility Upgrade,Repair and renovation of Health Facility Upgrade at Bhopal,False,712000,674633,2024-08-11,2024-09-17,2024-12-27,Completed,Implementing Agency 17,Vendor Pvt Ltd 61,3,False,
MPLADS-100872,MP_ODI_3,Lok Sabha,Odisha,Odisha PC-3,Bhubaneswar,Drinking Water Supply,Construction of Drinking Water Supply at Bhubaneswar,True,677000,650176,2023-05-25,2023-06-25,2024-04-12,Completed,Implementing Agency 32,Vendor Pvt Ltd 87,1,False,
MPLADS-103850,MP_NAG_3,Rajya Sabha,Nagaland,Nagaland (RS),Dimapur,Sports Infrastructure,Repair and renovation of Sports Infrastructure at Dimapur,False,4152000,0,2024-02-08,2024-02-13,,Sanctioned,Implementing Agency 14,Vendor Pvt Ltd 89,0,False,
MPLADS-105842,MP_GOA_2,Lok Sabha,Goa,Goa PC-2,South Goa,School Infrastructure,Repair and renovation of School Infrastructure at South Goa,False,5806000,0,2023-10-21,2023-11-16,,Sanctioned,Implementing Agency 55,Vendor Pvt Ltd 102,2,False,
MPLADS-102965,MP_MIZ_1,Rajya Sabha,Mizoram,Mizoram (RS),Aizawl,Road Construction/Repair,Installation of Road Construction/Repair in ward area Aizawl,False,1664000,1576723,2023-11-30,2023-12-21,2024-05-19,Completed,Implementing Agency 20,Vendor Pvt Ltd 88,3,False,
MPLADS-103391,MP_KER_2,Lok Sabha,Kerala,Kerala PC-2,Kochi,CCTV Installation,Installation of CCTV Installation in ward area Kochi,True,2289000,1922233,2023-12-15,2024-01-26,,In Progress,Implementing Agency 58,Vendor Pvt Ltd 91,0,False,
MPLADS-102560,MP_UTT_2,Lok Sabha,Uttarakhand,Uttarakhand PC-2,Haridwar,School Infrastructure,Construction of School Infrastructure at Haridwar,True,685000,0,2023-09-25,2023-11-19,,Sanctioned,Implementing Agency 31,Vendor Pvt Ltd 98,2,False,
MPLADS-105876,MP_PUD_5,Rajya Sabha,Puducherry,Puducherry (RS),Karaikal,Sanitation/Toilets,Upgradation of Sanitation/Toilets facility in Karaikal,False,1341000,1259013,2024-08-24,2024-09-21,2024-12-25,Completed,Implementing Agency 11,Vendor Pvt Ltd 2,2,False,
MPLADS-102635,MP_JHA_1,Rajya Sabha,Jharkhand,Jharkhand (RS),Ranchi,Sports Infrastructure,Construction of Sports Infrastructure at Ranchi,False,1004000,404843,2023-06-04,2023-06-26,,In Progress,Implementing Agency 21,Vendor Pvt Ltd 91,1,False,
MPLADS-103530,MP_TRI_1,Rajya Sabha,Tripura,Tripura (RS),Dharmanagar,Library/Reading Room,Upgradation of Library/Reading Room facility in Dharmanagar,False,1511000,1479479,2023-10-01,2023-11-29,2024-04-25,Completed,Implementing Agency 7,Vendor Pvt Ltd 105,3,False,
MPLADS-100375,MP_NCT_3,Lok Sabha,NCT of Delhi,NCT of Delhi PC-3,North Delhi,Road Construction/Repair,Construction of Road Construction/Repair at North Delhi,False,5420000,0,2023-05-24,2023-05-31,,Sanctioned,Implementing Agency 52,Vendor Pvt Ltd 67,0,False,
MPLADS-101908,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,Irrigation Facility,Repair and renovation of Irrigation Facility at Kavaratti,True,1028000,0,2023-10-25,2023-11-12,,Sanctioned,Implementing Agency 9,Vendor Pvt Ltd 96,4,False,
MPLADS-104429,MP_MAD_3,Rajya Sabha,Madhya Pradesh,Madhya Pradesh (RS),Indore,Health Facility Upgrade,Construction of Health Facility Upgrade at Indore,True,5789000,0,2024-03-16,2024-04-21,,Sanctioned,Implementing Agency 40,Vendor Pvt Ltd 80,1,False,
MPLADS-105182,MP_TEL_1,Rajya Sabha,Telangana,Telangana (RS),Hyderabad,Library/Reading Room,Providing Library/Reading Room for public use at Hyderabad,False,1699000,1173006,2024-06-16,2024-07-31,,In Progress,Implementing Agency 28,Vendor Pvt Ltd 52,3,False,
MPLADS-105240,MP_TRI_1,Rajya Sabha,Tripura,Tripura (RS),Dharmanagar,School Infrastructure,Providing School Infrastructure for public use at Dharmanagar,False,2449000,2294691,2023-04-17,2023-05-15,2023-09-22,Completed,Implementing Agency 51,Vendor Pvt Ltd 86,4,False,
MPLADS-104027,MP_LAK_3,Lok Sabha,Lakshadweep,Lakshadweep PC-3,Kavaratti,Sports Infrastructure,Upgradation of Sports Infrastructure facility in Kavaratti,False,716000,677161,2024-02-14,2024-04-11,2024-11-11,Completed,Implementing Agency 14,Vendor Pvt Ltd 30,8,False,
MPLADS-101604,MP_MAH_1,Rajya Sabha,Maharashtra,Maharashtra (RS),Nagpur,Sanitation/Toilets,Repair and renovation of Sanitation/Toilets at Nagpur,True,1495000,1384249,2023-06-06,2023-06-30,2023-11-08,Completed,Implementing Agency 14,Vendor Pvt Ltd 74,1,False,
MPLADS-101118,MP_LAK_3,Lok Sabha,Lakshadweep,Lakshadweep PC-3,Kavaratti,Anganwadi Center Construction,Construction of Anganwadi Center Construction at Kavaratti,True,750000,0,2024-08-06,2024-10-20,,Recommended,Implementing Agency 25,Vendor Pvt Ltd 55,0,False,
MPLADS-103677,MP_JHA_1,Rajya Sabha,Jharkhand,Jharkhand (RS),Ranchi,CCTV Installation,Repair and renovation of CCTV Installation at Ranchi,True,921000,0,2024-05-07,2024-06-30,,Recommended,Implementing Agency 57,Vendor Pvt Ltd 56,0,False,
MPLADS-103490,MP_GOA_4,Lok Sabha,Goa,Goa PC-4,South Goa,Library/Reading Room,Upgradation of Library/Reading Room facility in South Goa,True,1372000,1283952,2023-06-28,2023-09-15,2024-03-16,Completed,Implementing Agency 45,Vendor Pvt Ltd 62,3,False,
MPLADS-105835,MP_AND_2,Rajya Sabha,Andaman & Nicobar Island,Andaman & Nicobar Island (RS),Nicobar,Solar Power Installation,Construction of Solar Power Installation at Nicobar,True,2287000,1236178,2024-09-01,2024-10-04,,In Progress,Implementing Agency 32,Vendor Pvt Ltd 102,2,False,
MPLADS-102958,MP_TRI_3,Rajya Sabha,Tripura,Tripura (RS),Dharmanagar,CCTV Installation,Installation of CCTV Installation in ward area Dharmanagar,True,1358000,1325685,2023-07-30,2023-08-07,2024-01-27,Completed,Implementing Agency 4,Vendor Pvt Ltd 34,4,False,
MPLADS-101994,MP_MAD_3,Rajya Sabha,Madhya Pradesh,Madhya Pradesh (RS),Indore,School Infrastructure,Providing School Infrastructure for public use at Indore,False,4261000,0,2024-09-09,2024-10-15,,Recommended,Implementing Agency 39,Vendor Pvt Ltd 29,2,False,
MPLADS-105945,MP_HIM_1,Rajya Sabha,Himachal Pradesh,Himachal Pradesh (RS),Manali,Sports Infrastructure,Upgradation of Sports Infrastructure facility in Manali,True,1470000,450222,2023-06-26,2023-07-21,,In Progress,Implementing Agency 5,Vendor Pvt Ltd 109,0,False,
MPLADS-105206,MP_TEL_3,Lok Sabha,Telangana,Telangana PC-3,Hyderabad,Railway Halt Amenities,Repair and renovation of Railway Halt Amenities at Hyderabad,True,4133000,3836517,2023-07-18,2023-09-02,2024-05-02,Completed,Implementing Agency 5,Vendor Pvt Ltd 13,5,False,
MPLADS-102376,MP_MAD_3,Rajya Sabha,Madhya Pradesh,Madhya Pradesh (RS),Indore,Health Facility Upgrade,Installation of Health Facility Upgrade in ward area Indore,True,5960000,4931339,2023-05-01,2023-05-15,,In Progress,Implementing Agency 41,Vendor Pvt Ltd 77,1,False,
MPLADS-101342,MP_AND_4,Rajya Sabha,Andhra Pradesh,Andhra Pradesh (RS),Vijayawada,Railway Halt Amenities,Providing Railway Halt Amenities for public use at Vijayawada,True,1542000,0,2024-07-25,2024-08-08,,Recommended,Implementing Agency 52,Vendor Pvt Ltd 54,0,False,
MPLADS-100320,MP_HIM_3,Lok Sabha,Himachal Pradesh,Himachal Pradesh PC-3,Manali,Road Construction/Repair,Upgradation of Road Construction/Repair facility in Manali,True,1952000,1244392,2023-08-24,2023-09-13,,In Progress,Implementing Agency 22,Vendor Pvt Ltd 59,1,False,
MPLADS-101619,MP_ODI_2,Rajya Sabha,Odisha,Odisha (RS),Bhubaneswar,Sanitation/Toilets,Repair and renovation of Sanitation/Toilets at Bhubaneswar,False,1411000,516394,2024-08-26,2024-10-21,,In Progress,Implementing Agency 24,Vendor Pvt Ltd 49,1,False,
MPLADS-103713,MP_DAD_1,Lok Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli PC-1,Silvassa,Street Lighting,Construction of Street Lighting at Silvassa,False,632000,0,2023-11-05,2023-12-02,,Sanctioned,Implementing Agency 23,Vendor Pvt Ltd 105,0,False,
MPLADS-102060,MP_UTT_3,Lok Sabha,Uttarakhand,Uttarakhand PC-3,Haridwar,Street Lighting,Upgradation of Street Lighting facility in Haridwar,False,372000,360212,2023-10-05,2023-10-23,2024-04-05,Completed,Implementing Agency 34,Vendor Pvt Ltd 1,2,False,
MPLADS-102219,MP_TAM_3,Rajya Sabha,Tamil Nadu,Tamil Nadu (RS),Madurai,School Infrastructure,Construction of School Infrastructure at Madurai,False,4324000,4166697,2024-02-06,2024-04-10,2024-10-03,Completed,Implementing Agency 59,Vendor Pvt Ltd 16,7,False,
MPLADS-101673,MP_NAG_3,Rajya Sabha,Nagaland,Nagaland (RS),Kohima,Library/Reading Room,Upgradation of Library/Reading Room facility in Kohima,False,1708000,995778,2024-01-26,2024-02-23,,In Progress,Implementing Agency 27,Vendor Pvt Ltd 106,0,False,
MPLADS-100260,MP_PUN_1,Rajya Sabha,Punjab,Punjab (RS),Ludhiana,Solar Power Installation,Construction of Solar Power Installation at Ludhiana,False,1939000,1783900,2023-07-03,2023-09-08,2023-12-04,Completed,Implementing Agency 29,Vendor Pvt Ltd 104,1,False,
MPLADS-105291,MP_MAN_2,Rajya Sabha,Manipur,Manipur (RS),Imphal,Sanitation/Toilets,Repair and renovation of Sanitation/Toilets at Imphal,False,1098000,1015904,2023-10-16,2023-11-03,,In Progress,Implementing Agency 58,Vendor Pvt Ltd 77,0,False,
MPLADS-102039,MP_HAR_4,Lok Sabha,Haryana,Haryana PC-4,Gurugram,School Infrastructure,Repair and renovation of School Infrastructure at Gurugram,True,5589000,0,2023-04-05,2023-06-06,,Sanctioned,Implementing Agency 31,Vendor Pvt Ltd 6,0,False,
MPLADS-104785,MP_HIM_5,Rajya Sabha,Himachal Pradesh,Himachal Pradesh (RS),Manali,Health Facility Upgrade,Installation of Health Facility Upgrade in ward area Manali,False,1763000,1630377,2023-09-20,2023-10-30,2024-03-26,Completed,Implementing Agency 26,Vendor Pvt Ltd 103,2,False,
MPLADS-100901,MP_HAR_2,Rajya Sabha,Haryana,Haryana (RS),Faridabad,Road Construction/Repair,Installation of Road Construction/Repair in ward area Faridabad,False,5154000,4881031,2023-08-04,2023-08-13,2024-02-19,Completed,Implementing Agency 21,Vendor Pvt Ltd 43,3,False,
MPLADS-103744,MP_TEL_1,Rajya Sabha,Telangana,Telangana (RS),Hyderabad,School Infrastructure,Construction of School Infrastructure at Hyderabad,True,3347000,3293003,2024-06-07,2024-06-19,2024-10-16,Completed,Implementing Agency 60,Vendor Pvt Ltd 97,2,False,
MPLADS-102026,MP_CHA_2,Rajya Sabha,Chandigarh,Chandigarh (RS),Chandigarh,Community Hall Construction,Construction of Community Hall Construction at Chandigarh,True,7010000,6739917,2024-08-08,2024-09-05,2024-11-05,Completed,Implementing Agency 48,Vendor Pvt Ltd 90,2,False,
MPLADS-104234,MP_SIK_2,Lok Sabha,Sikkim,Sikkim PC-2,Gangtok,Drinking Water Supply,Repair and renovation of Drinking Water Supply at Gangtok,False,459000,431873,2024-04-01,2024-06-09,2024-08-15,Completed,Implementing Agency 57,Vendor Pvt Ltd 27,1,False,
MPLADS-101917,MP_TAM_1,Rajya Sabha,Tamil Nadu,Tamil Nadu (RS),Chennai,Health Facility Upgrade,Upgradation of Health Facility Upgrade facility in Chennai,False,6947000,0,2024-06-01,2024-06-19,,Recommended,Implementing Agency 6,Vendor Pvt Ltd 91,1,False,
MPLADS-101828,MP_AND_1,Lok Sabha,Andhra Pradesh,Andhra Pradesh PC-1,Vijayawada,Health Facility Upgrade,Repair and renovation of Health Facility Upgrade at Vijayawada,True,2170000,0,2024-01-10,2024-02-21,,Sanctioned,Implementing Agency 32,Vendor Pvt Ltd 78,1,False,
MPLADS-101573,MP_PUD_2,Lok Sabha,Puducherry,Puducherry PC-2,Karaikal,Health Facility Upgrade,Construction of Health Facility Upgrade at Karaikal,False,746000,664805,2024-02-05,2024-04-09,,In Progress,Implementing Agency 48,Vendor Pvt Ltd 82,2,False,
MPLADS-104415,MP_MAH_1,Rajya Sabha,Maharashtra,Maharashtra (RS),Nashik,Health Facility Upgrade,Installation of Health Facility Upgrade in ward area Nashik,False,3705000,1327567,2023-06-01,2023-07-04,,In Progress,Implementing Agency 41,Vendor Pvt Ltd 109,0,False,
MPLADS-104749,MP_TEL_3,Lok Sabha,Telangana,Telangana PC-3,Hyderabad,Health Facility Upgrade,Upgradation of Health Facility Upgrade facility in Hyderabad,False,6167000,5849909,2023-05-18,2023-06-28,2024-01-25,Completed,Implementing Agency 14,Vendor Pvt Ltd 4,2,False,
MPLADS-105260,MP_WES_4,Rajya Sabha,West Bengal,West Bengal (RS),Malda,Sports Infrastructure,Upgradation of Sports Infrastructure facility in Malda,False,1417000,1307671,2024-07-02,2024-07-09,2025-05-16,Completed,Implementing Agency 32,Vendor Pvt Ltd 57,3,False,
MPLADS-104654,MP_PUD_3,Lok Sabha,Puducherry,Puducherry PC-3,Karaikal,School Infrastructure,Providing School Infrastructure for public use at Karaikal,True,3669000,1563969,2024-03-20,2024-04-14,,In Progress,Implementing Agency 42,Vendor Pvt Ltd 45,0,False,
MPLADS-104208,MP_NCT_1,Lok Sabha,NCT of Delhi,NCT of Delhi PC-1,New Delhi,Solar Power Installation,Construction of Solar Power Installation at New Delhi,False,741000,731151,2023-06-06,2023-07-19,2024-01-03,Completed,Implementing Agency 56,Vendor Pvt Ltd 60,3,False,
MPLADS-104627,MP_RAJ_4,Rajya Sabha,Rajasthan,Rajasthan (RS),Udaipur,School Infrastructure,Providing School Infrastructure for public use at Udaipur,False,2758000,0,2023-08-01,2023-08-21,,Recommended,Implementing Agency 11,Vendor Pvt Ltd 57,3,False,
MPLADS-100224,MP_HIM_2,Lok Sabha,Himachal Pradesh,Himachal Pradesh PC-2,Manali,CCTV Installation,Construction of CCTV Installation at Manali,False,1189000,1046486,2024-07-25,2024-09-05,,In Progress,Implementing Agency 1,Vendor Pvt Ltd 109,1,False,
MPLADS-100723,MP_UTT_2,Lok Sabha,Uttarakhand,Uttarakhand PC-2,Haridwar,CCTV Installation,Installation of CCTV Installation in ward area Haridwar,False,444000,423764,2024-03-06,2024-03-19,2024-11-24,Completed,Implementing Agency 46,Vendor Pvt Ltd 98,2,False,
MPLADS-105378,MP_DAM_3,Lok Sabha,Daman & Diu,Daman & Diu PC-3,Diu,Community Hall Construction,Installation of Community Hall Construction in ward area Diu,False,5261000,4751826,2024-02-28,2024-04-29,,In Progress,Implementing Agency 25,Vendor Pvt Ltd 12,0,False,
MPLADS-101141,MP_TEL_3,Lok Sabha,Telangana,Telangana PC-3,Hyderabad,Drinking Water Supply,Upgradation of Drinking Water Supply facility in Hyderabad,False,2164000,1995202,2024-05-16,2024-07-21,2024-12-04,Completed,Implementing Agency 57,Vendor Pvt Ltd 119,2,False,
MPLADS-102762,MP_HIM_5,Rajya Sabha,Himachal Pradesh,Himachal Pradesh (RS),Manali,Street Lighting,Construction of Street Lighting at Manali,True,267000,146828,2023-11-23,2024-01-18,,In Progress,Implementing Agency 43,Vendor Pvt Ltd 72,0,False,
MPLADS-100846,MP_PUN_2,Rajya Sabha,Punjab,Punjab (RS),Ludhiana,Sanitation/Toilets,Construction of Sanitation/Toilets at Ludhiana,False,1439000,1325637,2023-04-18,2023-05-24,2023-12-13,Completed,Implementing Agency 11,Vendor Pvt Ltd 75,2,False,
MPLADS-104289,MP_NCT_3,Lok Sabha,NCT of Delhi,NCT of Delhi PC-3,New Delhi,Railway Halt Amenities,Installation of Railway Halt Amenities in ward area New Delhi,False,1303000,1280062,2023-11-14,2023-12-12,2024-03-07,Completed,Implementing Agency 37,Vendor Pvt Ltd 53,4,False,
MPLADS-105042,MP_LAK_3,Lok Sabha,Lakshadweep,Lakshadweep PC-3,Kavaratti,Solar Power Installation,Repair and renovation of Solar Power Installation at Kavaratti,False,3467000,3378052,2023-05-22,2023-05-31,2023-11-12,Completed,Implementing Agency 34,Vendor Pvt Ltd 65,3,False,
MPLADS-102551,MP_NAG_2,Lok Sabha,Nagaland,Nagaland PC-2,Dimapur,Solar Power Installation,Upgradation of Solar Power Installation facility in Dimapur,True,3138000,1050796,2024-04-11,2024-05-07,,In Progress,Implementing Agency 11,Vendor Pvt Ltd 68,0,False,
MPLADS-102928,MP_TRI_4,Lok Sabha,Tripura,Tripura PC-4,Agartala,Railway Halt Amenities,Installation of Railway Halt Amenities in ward area Agartala,True,5852000,5678206,2023-10-20,2023-11-23,2024-03-31,Completed,Implementing Agency 8,Vendor Pvt Ltd 2,0,False,
MPLADS-100117,MP_TAM_2,Lok Sabha,Tamil Nadu,Tamil Nadu PC-2,Coimbatore,CCTV Installation,Upgradation of CCTV Installation facility in Coimbatore,False,2204000,2148158,2023-11-11,2023-12-03,2024-04-12,Completed,Implementing Agency 40,Vendor Pvt Ltd 33,4,False,
MPLADS-100645,MP_MEG_2,Lok Sabha,Meghalaya,Meghalaya PC-2,Shillong,Street Lighting,Providing Street Lighting for public use at Shillong,True,1714000,0,2023-11-14,2023-12-17,,Sanctioned,Implementing Agency 21,Vendor Pvt Ltd 3,1,False,
MPLADS-100003,MP_BIH_1,Lok Sabha,Bihar,Bihar PC-1,Bhagalpur,Library/Reading Room,Upgradation of Library/Reading Room facility in Bhagalpur,True,396000,0,2023-08-07,2023-09-10,,Sanctioned,Implementing Agency 31,Vendor Pvt Ltd 71,2,False,
MPLADS-104170,MP_GOA_3,Lok Sabha,Goa,Goa PC-3,North Goa,CCTV Installation,Installation of CCTV Installation in ward area North Goa,False,2357000,2314454,2023-04-25,2023-06-18,2024-02-02,Completed,Implementing Agency 59,Vendor Pvt Ltd 40,3,False,
MPLADS-100467,MP_AND_1,Lok Sabha,Andhra Pradesh,Andhra Pradesh PC-1,Visakhapatnam,Community Hall Construction,Installation of Community Hall Construction in ward area Visakhapatnam,False,1286000,0,2023-08-13,2023-09-06,,Sanctioned,Implementing Agency 2,Vendor Pvt Ltd 76,2,False,
MPLADS-100005,MP_LAK_5,Lok Sabha,Lakshadweep,Lakshadweep PC-5,Kavaratti,Road Construction/Repair,Upgradation of Road Construction/Repair facility in Kavaratti,False,8955000,3827267,2023-06-05,2023-07-15,,In Progress,Implementing Agency 38,Vendor Pvt Ltd 71,0,False,
MPLADS-100919,MP_CHH_1,Rajya Sabha,Chhattisgarh,Chhattisgarh (RS),Raipur,Solar Power Installation,Upgradation of Solar Power Installation facility in Raipur,False,2802000,2610571,2024-07-08,2024-09-05,2025-01-20,Completed,Implementing Agency 32,Vendor Pvt Ltd 16,2,False,
MPLADS-102595,MP_NAG_3,Rajya Sabha,Nagaland,Nagaland (RS),Kohima,Sanitation/Toilets,Providing Sanitation/Toilets for public use at Kohima,True,748000,728987,2023-12-14,2024-01-06,2024-04-10,Completed,Implementing Agency 12,Vendor Pvt Ltd 77,4,False,
MPLADS-104324,MP_TAM_1,Rajya Sabha,Tamil Nadu,Tamil Nadu (RS),Coimbatore,Drinking Water Supply,Upgradation of Drinking Water Supply facility in Coimbatore,False,2378000,1090419,2023-11-20,2024-01-22,,In Progress,Implementing Agency 50,Vendor Pvt Ltd 12,1,False,
